"ID";"TIPO_DOCUMENTO";"ANO";"MÊS";"NOME_SENADOR";"TIPO_DESPESA";"CPF_CNPJ_FORNECEDOR";"DOCUMENTO";"DATA";"DETALHAMENTO";"VALOR_REEMBOLSADO"
"2142251";"6";"2020";"3";"ACIR GURGACZ";"Passagens aéreas, aquáticas e terrestres nacionais";"63764211000110";"TRANSCONTINENTAL AGÊNCIA DE VIAGENS LTDA";"AJ6WXN";"2020-02-29";"Companhia Aérea: AZUL, Localizador: AJ6WXN. Passageiros: ACIR MARCOS GURGACZ (Matrícula 225736, PARLAMENTAR), Voo: 4390 - CGBJPR - 06/03/20; ACIR MARCOS GURGACZ (Matrícula 225736, PARLAMENTAR), Voo: 2855 - BSBCGB - 06/03/20; ";"1306.86"
"2142254";"6";"2020";"3";"ACIR GURGACZ";"Passagens aéreas, aquáticas e terrestres nacionais";"63764211000110";"TRANSCONTINENTAL AGÊNCIA DE VIAGENS LTDA";"EZJVVM";"2020-03-05";"Companhia Aérea: LATAM, Localizador: EZJVVM. Passageiros: ACIR MARCOS GURGACZ (Matrícula 225736, PARLAMENTAR), Voo: 3595 - PVHBSB - 09/03/20; ";"2402.05"
"2142595";"6";"2020";"3";"ACIR GURGACZ";"Passagens aéreas, aquáticas e terrestres nacionais";"63764211000110";"TRANSCONTINENTAL AGÊNCIA DE VIAGENS LTDA";"AI1C2C";"2020-03-09";"Companhia Aérea: GOL, Localizador: AI1C2C. Passageiros: ACIR MARCOS GURGACZ (Matrícula 225736, PARLAMENTAR), Voo: 1478 - BSBPVH - 11/03/20; ";"2074.56"
"2141820";"1";"2020";"1";"ACIR GURGACZ";"Aluguel de imóveis para escritório político, compreendendo despesas concernentes a eles.";"05914650000166";"ENERGISA";"14764742";"2020-01-06";"Despesa com energia elétrica para uso do escritório de apoio do Senador Acir Gurgacz em Ji-Paraná/RO.";"122.62"
"2141818";"1";"2020";"1";"ACIR GURGACZ";"Aluguel de imóveis para escritório político, compreendendo despesas concernentes a eles.";"05914650000166";"ENERGISA";"14764741";"2020-01-06";"Despesa com energia elétrica para uso do escritório de apoio do Senador Acir Gurgacz em Ji-Paraná/RO.";"137.75"
"2139025";"3";"2020";"1";"ACIR GURGACZ";"Aluguel de imóveis para escritório político, compreendendo despesas concernentes a eles.";"06213572864";"FERNANDO WALDEIR PACINI e ANA LUCIA DA SILVA SILVINO";"001/2020";"2020-01-06";"Despesa com pagamento de aluguel de imóvel para uso do escritório político do Senador Acir Gurgacz em Porto Velho";"1000"
"2139020";"3";"2020";"1";"ACIR GURGACZ";"Aluguel de imóveis para escritório político, compreendendo despesas concernentes a eles.";"00494802863";"GILBERTO PISELO DO NASCIMENTO";"001/20";"2020-01-02";"Despesa com pagamento de aluguel de imóvel para uso do escritório político do Senador Acir Gurgacz em Ji-Paraná";"6000"
"2139044";"4";"2020";"1";"ACIR GURGACZ";"Aluguel de imóveis para escritório político, compreendendo despesas concernentes a eles.";"05423963000111";"OI MÓVEL S.A.";"333871612";"2019-12-25";"Despesa com pagamento de telefone para uso do escritório de apoio do Senador Acir Gurgacz";"323.95"
"2139028";"7";"2020";"1";"ACIR GURGACZ";"Contratação de consultorias, assessorias, pesquisas, trabalhos técnicos e outros serviços de apoio ao exercício do mandato parlamentar";"08090916000191";"COSTIN & MARTINS LTDA ME";"103";"2020-01-09";"Produção de textos para vídeos e demais materiais, para divulgação da atividade parlamentar";"3500"
"2139027";"7";"2020";"1";"ACIR GURGACZ";"Contratação de consultorias, assessorias, pesquisas, trabalhos técnicos e outros serviços de apoio ao exercício do mandato parlamentar";"13021784000186";"RD GESTÃO E SISTEMAS S.A.";"424639";"2020-01-07";"Serviço de desenvolvimento e licenciamento de programa de marketing digital em apoio ao exercício do mandato parlamentar";"4337.41"
"2139037";"7";"2020";"1";"ACIR GURGACZ";"Divulgação da atividade parlamentar";"08941827000101";"RONDONIA DINÂMICA COM. E SERV. DE INFORMÁTICA LTDA";"000000000001185/A";"2020-01-28";"Despesa com divulgação da atividade parlamentar";"1000"
"2139036";"7";"2020";"1";"ACIR GURGACZ";"Divulgação da atividade parlamentar";"30637754000118";"RUBENS COITINHO DOS SANTOS";"000000000000236/A";"2020-01-27";"Despesa com divulgação da atividade parlamentar no site tudorondonia.com";"1000"
"2141821";"7";"2020";"1";"ACIR GURGACZ";"Divulgação da atividade parlamentar";"10575238000107";"VOZ DE RONDÔNIA  PUBLICIDADES E PROPAGANDA LTDA ME";"000000000000664/A";"2020-01-31";"Despesa com divulgação da atividade parlamentar";"1000"
"2139066";"6";"2020";"1";"ACIR GURGACZ";"Passagens aéreas, aquáticas e terrestres nacionais";"07575651000159";"GOL";"ELRU9G";"2020-01-31";"Companhia Aérea: GOL, Localizador: ELRU9G. Passageiros: ACIR MARCOS GURGACZ (Matrícula 225736, PARLAMENTAR), Voo: 1446 - CGHBSB - 31/01/20; ACIR MARCOS GURGACZ (Matrícula 225736, PARLAMENTAR), Voo: 1279 - NVTCGH - 31/01/20; ";"652.49"
"2139029";"6";"2020";"1";"ACIR GURGACZ";"Passagens aéreas, aquáticas e terrestres nacionais";"63764211000110";"TRANSCONTINENTAL AGÊNCIA DE VIAGENS LTDA";"FOCCTN";"2020-01-05";"Companhia Aérea: LATAM, Localizador: FOCCTN. Passageiros: ACIR MARCOS GURGACZ (Matrícula 225736, PARLAMENTAR), Voo: 3007 - NVTCGH - 09/01/20; ACIR MARCOS GURGACZ (Matrícula 225736, PARLAMENTAR), Voo: 3526 - CGHBSB - 09/01/20; ";"839.69"
"2139031";"6";"2020";"1";"ACIR GURGACZ";"Passagens aéreas, aquáticas e terrestres nacionais";"63764211000110";"TRANSCONTINENTAL AGÊNCIA DE VIAGENS LTDA";"BDKM2Z";"2020-01-07";"Companhia Aérea: AZUL, Localizador: BDKM2Z. Passageiros: ACIR MARCOS GURGACZ (Matrícula 225736, PARLAMENTAR), Voo: 4390 - CGBJPR - 11/01/20; ACIR MARCOS GURGACZ (Matrícula 225736, PARLAMENTAR), Voo: 2855 - BSBCGB - 11/01/20; ";"1569.96"
"2139032";"6";"2020";"1";"ACIR GURGACZ";"Passagens aéreas, aquáticas e terrestres nacionais";"63764211000110";"TRANSCONTINENTAL AGÊNCIA DE VIAGENS LTDA";"IL234U";"2020-01-09";"Companhia Aérea: AZUL, Localizador: IL234U. Passageiros: ACIR MARCOS GURGACZ (Matrícula 225736, PARLAMENTAR), Voo: 4391 - JPRCGB - 17/01/20; ACIR MARCOS GURGACZ (Matrícula 225736, PARLAMENTAR), Voo: 4160 - VCPNVT - 17/01/20; ACIR MARCOS GURGACZ (Matrícula 225736, PARLAMENTAR), Voo: 4292 - CGBVCP - 17/01/20; ";"1986.84"
"2139033";"6";"2020";"1";"ACIR GURGACZ";"Passagens aéreas, aquáticas e terrestres nacionais";"63764211000110";"TRANSCONTINENTAL AGÊNCIA DE VIAGENS LTDA";"PQZT5K";"2020-01-16";"Companhia Aérea: GOL, Localizador: PQZT5K. Passageiros: ACIR MARCOS GURGACZ (Matrícula 225736, PARLAMENTAR), Voo: 1594 - CGHBSB - 21/01/20; ACIR MARCOS GURGACZ (Matrícula 225736, PARLAMENTAR), Voo: 1279 - NVTCGH - 21/01/20; ";"836.12"
"2139034";"6";"2020";"1";"ACIR GURGACZ";"Passagens aéreas, aquáticas e terrestres nacionais";"63764211000110";"TRANSCONTINENTAL AGÊNCIA DE VIAGENS LTDA";"AHES8A";"2020-01-23";"Companhia Aérea: AZUL, Localizador: AHES8A. Passageiros: ACIR MARCOS GURGACZ (Matrícula 225736, PARLAMENTAR), Voo: 2752 - GRUNVT - 23/01/20; ACIR MARCOS GURGACZ (Matrícula 225736, PARLAMENTAR), Voo: 4493 - BSBGRU - 23/01/20; ";"1001.66"
"2139035";"6";"2020";"1";"ACIR GURGACZ";"Passagens aéreas, aquáticas e terrestres nacionais";"63764211000110";"TRANSCONTINENTAL AGÊNCIA DE VIAGENS LTDA";"ORZSTK";"2020-01-24";"Companhia Aérea: GOL, Localizador: ORZSTK. Passageiros: JOSÉ LUIZ RAYMUNDO (Matrícula 140986, COMISSIONADO), Voo: 1784 - BSBCWB - 29/01/20; ";"1137.16"
"2142239";"6";"2020";"1";"ACIR GURGACZ";"Passagens aéreas, aquáticas e terrestres nacionais";"63764211000110";"TRANSCONTINENTAL AGÊNCIA DE VIAGENS LTDA";"PQZT6R";"2020-01-30";"Companhia Aérea: GOL, Localizador: PQZT6R. Passageiros: ACIR MARCOS GURGACZ (Matrícula 225736, PARLAMENTAR), Voo: 1446 - CGHBSB - 31/01/20; ACIR MARCOS GURGACZ (Matrícula 225736, PARLAMENTAR), Voo: 1279 - NVTCGH - 31/01/20; ";"1672.24"
"2141835";"1";"2020";"2";"ACIR GURGACZ";"Aluguel de imóveis para escritório político, compreendendo despesas concernentes a eles.";"05914650000166";"ENERGISA";"15502813";"2020-02-07";"Despesa com energia elétrica para uso do escritório de apoio em Ji-Paraná/RO.";"277.28"
"2141834";"1";"2020";"2";"ACIR GURGACZ";"Aluguel de imóveis para escritório político, compreendendo despesas concernentes a eles.";"05914650000166";"ENERGISA";"15502810";"2020-02-07";"Despesa com energia elétrica para uso do escritório de apoio em Ji-Paraná/RO.";"290.28"
"2141829";"3";"2020";"2";"ACIR GURGACZ";"Aluguel de imóveis para escritório político, compreendendo despesas concernentes a eles.";"06213572864";"FERNANDO WALDEIR PACINI e ANA LUCIA DA SILVA SILVINO";"002/2020";"2020-02-05";"Despesa com pagamento de aluguel de imóvel para uso do escritório de apoio do Senador Acir Gurgacz, em Porto Velho/RO.";"1000"
"2142242";"3";"2020";"2";"ACIR GURGACZ";"Aluguel de imóveis para escritório político, compreendendo despesas concernentes a eles.";"00494802863";"GILBERTO PISELO DO NASCIMENTO";"002/20";"2020-02-03";"Despesa com pagamento de aluguel de imóvel para uso do escritório político do Senador Acir Gurgacz em Ji-Paraná";"6000"
"2141831";"4";"2020";"2";"ACIR GURGACZ";"Aluguel de imóveis para escritório político, compreendendo despesas concernentes a eles.";"05423963000111";"OI MÓVEL S.A.";"356252355";"2020-01-25";"Despesa com telefone para uso do escritório de apoio em Ji-Paraná";"323.95"
"2141836";"7";"2020";"2";"ACIR GURGACZ";"Contratação de consultorias, assessorias, pesquisas, trabalhos técnicos e outros serviços de apoio ao exercício do mandato parlamentar";"08090916000191";"COSTIN & MARTINS LTDA ME";"107";"2020-02-27";"Despesa com Produção de textos para vídeos e demais materiais para divulgação da atividade parlamentar";"3500"
"2141838";"7";"2020";"2";"ACIR GURGACZ";"Divulgação da atividade parlamentar";"08742048000187";"CMP COMUNICAÇÃO E ASSESSORIA LTDA -ME";"000000000003470/A";"2020-02-27";"Despesa com divulgação da atividade parlamentar no site rondoniaovivo.com";"1000"
"2141833";"7";"2020";"2";"ACIR GURGACZ";"Divulgação da atividade parlamentar";"26320603000164";"INFORMANAHORA";"00000006";"2020-02-12";"Despesa com divulgação da atividade parlamentar no website: www.informanahora.com";"1500"
"2141832";"7";"2020";"2";"ACIR GURGACZ";"Divulgação da atividade parlamentar";"84721745000130";"O.F. CALADO EDIÇÕES";"120";"2020-02-11";"Despesa com divulgação da atividade parlamentar";"1000"
"2141839";"7";"2020";"2";"ACIR GURGACZ";"Divulgação da atividade parlamentar";"30637754000118";"RUBENS COITINHO DOS SANTOS";"000000000000252/A";"2020-02-28";"Despesa com divulgação da atividade parlamentar no jornal eletrônico www.tudorondonia.com";"1000"
"2141837";"7";"2020";"2";"ACIR GURGACZ";"Divulgação da atividade parlamentar";"10575238000107";"VOZ DE RONDÔNIA  PUBLICIDADES E PROPAGANDA LTDA ME";"000000000000668/A";"2020-02-27";"Despesa com divulgação da atividade parlamentar";"1000"
"2141828";"6";"2020";"2";"ACIR GURGACZ";"Passagens aéreas, aquáticas e terrestres nacionais";"63764211000110";"TRANSCONTINENTAL AGÊNCIA DE VIAGENS LTDA";"RMSVNW";"2020-01-13";"Companhia Aérea: GOL, Localizador: RMSVNW. Passageiros: JOSÉ LUIZ RAYMUNDO (Matrícula 140986, COMISSIONADO), Voo: 1478 - BSBPVH - 02/02/20; JOSÉ LUIZ RAYMUNDO (Matrícula 140986, COMISSIONADO), Voo: 1757 - CWBBSB - 02/02/20; ";"1717.46"
"2141827";"6";"2020";"2";"ACIR GURGACZ";"Passagens aéreas, aquáticas e terrestres nacionais";"63764211000110";"TRANSCONTINENTAL AGÊNCIA DE VIAGENS LTDA";"FDB1GP";"2020-01-14";"Companhia Aérea: AZUL, Localizador: FDB1GP. Passageiros: ACIR MARCOS GURGACZ (Matrícula 225736, PARLAMENTAR), Voo: 2751 - NVTGRU - 01/02/20; ";"732.28"
"2141830";"6";"2020";"2";"ACIR GURGACZ";"Passagens aéreas, aquáticas e terrestres nacionais";"63764211000110";"TRANSCONTINENTAL AGÊNCIA DE VIAGENS LTDA";"GRDXJV";"2020-01-23";"Companhia Aérea: LATAM, Localizador: GRDXJV. Passageiros: JOSÉ LUIZ RAYMUNDO (Matrícula 140986, COMISSIONADO), Voo: 3595 - PVHBSB - 07/02/20; ";"1176.55"
"2147097";"1";"2020";"3";"ACIR GURGACZ";"Aluguel de imóveis para escritório político, compreendendo despesas concernentes a eles.";"05914650000166";"ENERGISA";"16140447";"2020-03-10";"Despesa pagamento energia elétrica para o escritório de apoio do Senador Acir Gurgacz em Ji-Paraná";"148.07"
"2147098";"1";"2020";"3";"ACIR GURGACZ";"Aluguel de imóveis para escritório político, compreendendo despesas concernentes a eles.";"05914650000166";"ENERGISA";"16140446";"2020-03-10";"Despesa com energia elétrica para o escritório de apoio do Senador Acir Gurgacz em Ji-Paraná";"194.39"
"2142249";"3";"2020";"3";"ACIR GURGACZ";"Aluguel de imóveis para escritório político, compreendendo despesas concernentes a eles.";"06213572864";"FERNANDO WALDEIR PACINI e ANA LUCIA DA SILVA SILVINO";"003/20";"2020-03-05";"Despesa com pagamento de aluguel de imóvel para uso do escritório político do Senador Acir Gurgacz em Porto Velho";"1000"
"2142245";"3";"2020";"3";"ACIR GURGACZ";"Aluguel de imóveis para escritório político, compreendendo despesas concernentes a eles.";"00494802863";"GILBERTO PISELO DO NASCIMENTO";"003/20";"2020-03-02";"Despesa com pagamento de imóvel para uso do escritório político do Senador Acir Gurgacz em Ji-Paraná";"6000"
"2142252";"4";"2020";"3";"ACIR GURGACZ";"Aluguel de imóveis para escritório político, compreendendo despesas concernentes a eles.";"05423963000111";"OI MÓVEL S.A.";"379718745";"2020-02-25";"Despesa com telefone para uso do escritório político em Ji-Paraná";"323.95"
"2143318";"7";"2020";"3";"ACIR GURGACZ";"Contratação de consultorias, assessorias, pesquisas, trabalhos técnicos e outros serviços de apoio ao exercício do mandato parlamentar";"08090916000191";"COSTIN & MARTINS LTDA ME";"110";"2020-03-25";"Despesa com produção de textos para vídeos e demais materiais para divulgação da atividade parlamentar";"3500"
"2142596";"7";"2020";"3";"ACIR GURGACZ";"Divulgação da atividade parlamentar";"08742048000187";"CMP COMUNICAÇÃO E ASSESSORIA LTDA -ME";"000000000003491/A";"2020-03-12";"Despesa com divulgação da atividade parlamentar no site rondoniaovivo.com";"1000"
"2142256";"7";"2020";"3";"ACIR GURGACZ";"Divulgação da atividade parlamentar";"26320603000164";"INFORMANAHORA";"202000000000013";"2020-03-10";"Despesa com divulgação da atividade parlamentar no website: www.informanahora.com";"1500"
"2149747";"7";"2020";"10";"ACIR GURGACZ";"Divulgação da atividade parlamentar";"22285323000101";"RONEY DA SILVA RIBEIRO 03032197503";"250";"2020-10-05";"Despesa com divulgação da atividade parlamentar";"500"
"2150272";"7";"2020";"10";"ACIR GURGACZ";"Divulgação da atividade parlamentar";"30637754000118";"RUBENS COITINHO DOS SANTOS";"000000000000363/A";"2020-10-08";"Despesa com divulgação da atividade parlamentar no jornal eletrônico www.tudorondonia.com";"1000"
"2151216";"7";"2020";"10";"ACIR GURGACZ";"Divulgação da atividade parlamentar";"10575238000107";"VOZ DE RONDÔNIA  PUBLICIDADES E PROPAGANDA LTDA ME";"0000000000000730/A";"2020-10-27";"Despesa com divulgação da atividade parlamentar";"1000"
"2151219";"7";"2020";"10";"ACIR GURGACZ";"Locomoção, hospedagem, alimentação, combustíveis e lubrificantes";"33453598021716";"RAIZEN COMBUSTÍVEIS S.A.";"000006360";"2020-10-29";"Despesa com aquisição de combustível para abastecimento de aeronave";"2600.17"
"2151220";"7";"2020";"10";"ACIR GURGACZ";"Locomoção, hospedagem, alimentação, combustíveis e lubrificantes";"84707538000120";"YURI COMÉRCIO DE COMBUSTÍVEIS LTDA";"000.011.193";"2020-10-30";"Despesa com aquisição de combustível para abastecimento de aeronave";"1731"
"2149745";"6";"2020";"10";"ACIR GURGACZ";"Passagens aéreas, aquáticas e terrestres nacionais";"17872428000127";"AMERICA VIAGENS E TURISMO LTDA - ME";"DJK9TC";"2020-10-01";"Companhia Aérea: GOL, Localizador: DJK9TC. Passageiros: ACIR MARCOS GURGACZ (Matrícula 225736, PARLAMENTAR), Voo: 1124 - GRUBSB - 05/10/20; ACIR MARCOS GURGACZ (Matrícula 225736, PARLAMENTAR), Voo: 1205 - CACGRU - 05/10/20; ";"1478.79"
"2150268";"6";"2020";"10";"ACIR GURGACZ";"Passagens aéreas, aquáticas e terrestres nacionais";"17872428000127";"AMERICA VIAGENS E TURISMO LTDA - ME";"EFKGXT";"2020-10-02";"Companhia Aérea: LATAM, Localizador: EFKGXT. Passageiros: ACIR MARCOS GURGACZ (Matrícula 225736, PARLAMENTAR), Voo: 3594 - BSBPVH - 07/10/20; ";"801.46"
"2151210";"6";"2020";"10";"ACIR GURGACZ";"Passagens aéreas, aquáticas e terrestres nacionais";"17872428000127";"AMERICA VIAGENS E TURISMO LTDA - ME";"UTQUQN";"2020-10-13";"Companhia Aérea: LATAM, Localizador: UTQUQN. Passageiros: ACIR MARCOS GURGACZ (Matrícula 225736, PARLAMENTAR), Voo: 3595 - PVHBSB - 18/10/20; ";"1726.11"
"2151213";"6";"2020";"10";"ACIR GURGACZ";"Passagens aéreas, aquáticas e terrestres nacionais";"17872428000127";"AMERICA VIAGENS E TURISMO LTDA - ME";"EW7BVD";"2020-10-23";"Companhia Aérea: GOL, Localizador: EW7BVD. Passageiros: CRISTINA DA SILVA PAULINO (Matrícula 298132, COMISSIONADO), Voo: 1885 - PVHBSB - 24/10/20; ";"1473.55"
"2151218";"6";"2020";"10";"ACIR GURGACZ";"Passagens aéreas, aquáticas e terrestres nacionais";"17872428000127";"AMERICA VIAGENS E TURISMO LTDA - ME";"SOQJDZ";"2020-10-28";"Companhia Aérea: LATAM, Localizador: SOQJDZ. Passageiros: ACIR MARCOS GURGACZ (Matrícula 225736, PARLAMENTAR), Voo: 3594 - BSBPVH - 30/10/20; ";"2889.11"
"2153030";"1";"2020";"11";"ACIR GURGACZ";"Aluguel de imóveis para escritório político, compreendendo despesas concernentes a eles.";"05914650000166";"ENERGISA";"22041182";"2020-11-18";"Despesa com pagamento de energia elétrica para uso do escritório de apoio do Senador Acir Gurgacz em Ji-Paraná/RO.";"335.29"
"2152351";"3";"2020";"11";"ACIR GURGACZ";"Aluguel de imóveis para escritório político, compreendendo despesas concernentes a eles.";"00494802863";"GILBERTO PISELO DO NASCIMENTO";"011/20";"2020-11-03";"despesa com aluguel de imóvel para uso do escritório de apoio do Senador Acir Gurgacz em
Ji-Paraná/RO.";"6000"
"2151750";"4";"2020";"11";"ACIR GURGACZ";"Aluguel de imóveis para escritório político, compreendendo despesas concernentes a eles.";"05423963000111";"OI MÓVEL S.A.";"569525567";"2020-10-25";"Despesa com pagamento de telefone celular para uso do escritório de apoio do Senador Acir Gurgacz";"189.77"
"2140560";"1";"2020";"2";"ANTONIO ANASTASIA";"Aluguel de imóveis para escritório político, compreendendo despesas concernentes a eles.";"06981180000116";"Cemig Distribuição S.A";"179802826";"2020-02-03";;"341.61"
"2140558";"4";"2020";"2";"ANTONIO ANASTASIA";"Aluguel de imóveis para escritório político, compreendendo despesas concernentes a eles.";"40432544011262";"CLARO S.A";"2002905622917";"2020-02-05";;"782.74"
"2139555";"5";"2020";"2";"ANTONIO ANASTASIA";"Aluguel de imóveis para escritório político, compreendendo despesas concernentes a eles.";"10589016000135";"Greenwich Empreendimentos Ltda.";;"2020-02-05";;"2722.27"
"2140645";"3";"2020";"2";"ANTONIO ANASTASIA";"Aluguel de imóveis para escritório político, compreendendo despesas concernentes a eles.";"10589016000135";"Greenwich Empreendimentos Ltda.";;"2020-02-10";;"5500"
"2139552";"5";"2020";"2";"ANTONIO ANASTASIA";"Aluguel de imóveis para escritório político, compreendendo despesas concernentes a eles.";"18715383000140";"Prefeitura de Belo Horizonte";;"2020-02-03";;"425.16"
"2139554";"4";"2020";"2";"ANTONIO ANASTASIA";"Aquisição de material de consumo para uso no escritório político, inclusive aquisição ou locação de software, despesas postais, aquisição de publicações, locação de móveis e de equipamentos. ";"01003939000172";"COMPUMAKE LOCAÇÃO DE TECNOLOGIA LTDA";"013179";"2020-01-21";;"1925"
"2139480";"7";"2020";"2";"ANTONIO ANASTASIA";"Aquisição de material de consumo para uso no escritório político, inclusive aquisição ou locação de software, despesas postais, aquisição de publicações, locação de móveis e de equipamentos. ";"32845401000139";"LOJA AZUL TELECOMUNICAÇÕES LTDA";"2020/9";"2020-02-04";;"414"
"2141209";"7";"2020";"2";"ANTONIO ANASTASIA";"Contratação de consultorias, assessorias, pesquisas, trabalhos técnicos e outros serviços de apoio ao exercício do mandato parlamentar";"08754832000105";"AeC ADVENTUR CONSERVAÇÃO E LIMPEZA LTDA";"2020/32";"2020-02-04";;"1374"
"2140892";"7";"2020";"2";"ANTONIO ANASTASIA";"Locomoção, hospedagem, alimentação, combustíveis e lubrificantes";"07525425000325";"BL SERVICE ADMINISTRADORA DE SERVIÇOS LTDA";"388051";"2020-02-19";;"310.96"
"2140821";"7";"2020";"2";"ANTONIO ANASTASIA";"Locomoção, hospedagem, alimentação, combustíveis e lubrificantes";"27909269000141";"FRIGO DISTRIBUIDORA DE ALIMENTOS E BEBIDAS EIRELI EPP";"000010280";"2020-02-19";;"32"
"2140706";"7";"2020";"2";"ANTONIO ANASTASIA";"Locomoção, hospedagem, alimentação, combustíveis e lubrificantes";"64631344000262";"INDÚSTRIA DE HOTÉIS GUZZONI S.A.";"00044681";"2020-02-17";;"1146.9"
"2140705";"7";"2020";"2";"ANTONIO ANASTASIA";"Locomoção, hospedagem, alimentação, combustíveis e lubrificantes";"64631344000262";"INDÚSTRIA DE HOTÉIS GUZZONI S.A.";"000000393";"2020-02-18";;"39"
"2139968";"7";"2020";"2";"ANTONIO ANASTASIA";"Locomoção, hospedagem, alimentação, combustíveis e lubrificantes";"21814894000123";"POSTO CATEDRAL LTDA";"152249";"2020-02-06";;"200"
"2140646";"7";"2020";"2";"ANTONIO ANASTASIA";"Locomoção, hospedagem, alimentação, combustíveis e lubrificantes";"21814894000123";"POSTO CATEDRAL LTDA";"000157683";"2020-02-13";;"200"
"2142623";"7";"2020";"2";"ANTONIO ANASTASIA";"Locomoção, hospedagem, alimentação, combustíveis e lubrificantes";"17269218000149";"TICTAC DERIVADOS DE COMBUSTÍVEIS LTDA.";"79193";"2020-02-18";;"200"
"2139557";"4";"2020";"2";"ANTONIO ANASTASIA";"Locomoção, hospedagem, alimentação, combustíveis e lubrificantes";"04437534000130";"UNIDAS S.A.";"315597";"2020-01-10";;"291.5"
"2140650";"4";"2020";"2";"ANTONIO ANASTASIA";"Locomoção, hospedagem, alimentação, combustíveis e lubrificantes";"04437534000130";"UNIDAS S.A.";"319281 00F";"2020-02-10";;"1457.5"
"2146413";"4";"2020";"3";"ALESSANDRO VIEIRA";"Aluguel de imóveis para escritório político, compreendendo despesas concernentes a eles.";"13017462000163";"ENERGISA";"021.975.545";"2020-03-13";"-";"338.56"
"2146498";"7";"2020";"3";"ALESSANDRO VIEIRA";"Aquisição de material de consumo para uso no escritório político, inclusive aquisição ou locação de software, despesas postais, aquisição de publicações, locação de móveis e de equipamentos. ";"26472085000102";"Maxcolor Copiadora";"00000036";"2020-04-06";"-";"200"
"2142870";"7";"2020";"3";"ALESSANDRO VIEIRA";"Contratação de consultorias, assessorias, pesquisas, trabalhos técnicos e outros serviços de apoio ao exercício do mandato parlamentar";"04424175000187";"ANDRE PREVIATO ME";"00000044";"2020-03-09";;"704"
"2143139";"7";"2020";"3";"ALESSANDRO VIEIRA";"Contratação de consultorias, assessorias, pesquisas, trabalhos técnicos e outros serviços de apoio ao exercício do mandato parlamentar";"26433933000166";"BEN COMUNICAÇÃO LTDA ME";"00000066";"2020-03-24";;"6000"
